/cm/local/apps/slurm/var/spool/job851022/slurm_script: line 12: activate: No such file or directory
A.L.E: Arcade Learning Environment (version 0.8.1+53f58b7)
[Powered by Stella]
Episode 0, Total Reward: 6.0, Epsilon: 0.99995125
Episode 841, Total Reward: 0.0, Epsilon: 0.9589524999999648
Episode 842, Total Reward: 0.0, Epsilon: 0.9589037499999647
Episode 843, Total Reward: 6.0, Epsilon: 0.9588549999999647
Episode 844, Total Reward: 0.0, Epsilon: 0.9588062499999647
Episode 845, Total Reward: 0.0, Epsilon: 0.9587574999999646
Episode 846, Total Reward: 6.0, Epsilon: 0.9587087499999646
Episode 847, Total Reward: 0.0, Epsilon: 0.9586599999999645
Episode 848, Total Reward: 0.0, Epsilon: 0.9586112499999645
Episode 849, Total Reward: 6.0, Epsilon: 0.9585624999999645
Episode 850, Total Reward: 0.0, Epsilon: 0.9585137499999644
Episode 851, Total Reward: 0.0, Epsilon: 0.9584649999999644
Episode 852, Total Reward: 6.0, Epsilon: 0.9584162499999643
Episode 853, Total Reward: 0.0, Epsilon: 0.9583674999999643
Episode 854, Total Reward: 0.0, Epsilon: 0.9583187499999642
Episode 855, Total Reward: 6.0, Epsilon: 0.9582699999999642
Episode 856, Total Reward: 0.0, Epsilon: 0.9582212499999642
Episode 857, Total Reward: 0.0, Epsilon: 0.9581724999999641
Episode 858, Total Reward: 6.0, Epsilon: 0.9581237499999641
Episode 859, Total Reward: 0.0, Epsilon: 0.958074999999964
Episode 860, Total Reward: 0.0, Epsilon: 0.958026249999964
Episode 861, Total Reward: 6.0, Epsilon: 0.957977499999964
Episode 862, Total Reward: 0.0, Epsilon: 0.9579287499999639
Episode 863, Total Reward: 0.0, Epsilon: 0.9578799999999639
Episode 864, Total Reward: 6.0, Epsilon: 0.9578312499999638
Episode 865, Total Reward: 0.0, Epsilon: 0.9577824999999638
Episode 866, Total Reward: 0.0, Epsilon: 0.9577337499999637
Episode 867, Total Reward: 6.0, Epsilon: 0.9576849999999637
Episode 868, Total Reward: 0.0, Epsilon: 0.9576362499999637
Episode 869, Total Reward: 0.0, Epsilon: 0.9575874999999636
Episode 870, Total Reward: 6.0, Epsilon: 0.9575387499999636
Episode 871, Total Reward: 0.0, Epsilon: 0.9574899999999635
Episode 872, Total Reward: 0.0, Epsilon: 0.9574412499999635
Episode 873, Total Reward: 6.0, Epsilon: 0.9573924999999635
Episode 874, Total Reward: 0.0, Epsilon: 0.9573437499999634
Episode 875, Total Reward: 0.0, Epsilon: 0.9572949999999634
Episode 876, Total Reward: 6.0, Epsilon: 0.9572462499999633
Episode 877, Total Reward: 0.0, Epsilon: 0.9571974999999633
Episode 878, Total Reward: 0.0, Epsilon: 0.9571487499999632
Episode 879, Total Reward: 6.0, Epsilon: 0.9570999999999632
Episode 880, Total Reward: 0.0, Epsilon: 0.9570512499999632
Episode 881, Total Reward: 0.0, Epsilon: 0.9570024999999631
Episode 882, Total Reward: 6.0, Epsilon: 0.9569537499999631
Episode 883, Total Reward: 0.0, Epsilon: 0.956904999999963
Episode 884, Total Reward: 0.0, Epsilon: 0.956856249999963
Episode 885, Total Reward: 6.0, Epsilon: 0.956807499999963
Episode 886, Total Reward: 0.0, Epsilon: 0.9567587499999629
Episode 887, Total Reward: 0.0, Epsilon: 0.9567099999999629
Episode 888, Total Reward: 6.0, Epsilon: 0.9566612499999628
Episode 889, Total Reward: 0.0, Epsilon: 0.9566124999999628
Episode 890, Total Reward: 0.0, Epsilon: 0.9565637499999627
Episode 891, Total Reward: 6.0, Epsilon: 0.9565149999999627
Episode 892, Total Reward: 0.0, Epsilon: 0.9564662499999627
Episode 893, Total Reward: 0.0, Epsilon: 0.9564174999999626
Episode 894, Total Reward: 6.0, Epsilon: 0.9563687499999626
Episode 895, Total Reward: 0.0, Epsilon: 0.9563199999999625
Episode 896, Total Reward: 0.0, Epsilon: 0.9562712499999625
Episode 897, Total Reward: 6.0, Epsilon: 0.9562224999999624
Episode 898, Total Reward: 0.0, Epsilon: 0.9561737499999624
Episode 899, Total Reward: 0.0, Epsilon: 0.9561249999999624
Episode 900, Total Reward: 6.0, Epsilon: 0.9560762499999623
Episode 901, Total Reward: 0.0, Epsilon: 0.9560274999999623
Episode 902, Total Reward: 0.0, Epsilon: 0.9559787499999622
Episode 903, Total Reward: 6.0, Epsilon: 0.9559299999999622
Episode 904, Total Reward: 0.0, Epsilon: 0.9558812499999622
Episode 905, Total Reward: 0.0, Epsilon: 0.9558324999999621
Episode 906, Total Reward: 6.0, Epsilon: 0.9557837499999621
Episode 907, Total Reward: 0.0, Epsilon: 0.955734999999962
Episode 908, Total Reward: 0.0, Epsilon: 0.955686249999962
Episode 909, Total Reward: 6.0, Epsilon: 0.955637499999962
Episode 910, Total Reward: 0.0, Epsilon: 0.9555887499999619
Episode 911, Total Reward: 0.0, Epsilon: 0.9555399999999619
Episode 912, Total Reward: 6.0, Epsilon: 0.9554912499999618
Episode 913, Total Reward: 0.0, Epsilon: 0.9554424999999618
Episode 914, Total Reward: 0.0, Epsilon: 0.9553937499999617
Episode 915, Total Reward: 6.0, Epsilon: 0.9553449999999617
Episode 916, Total Reward: 0.0, Epsilon: 0.9552962499999617
Episode 917, Total Reward: 0.0, Epsilon: 0.9552474999999616
Episode 918, Total Reward: 6.0, Epsilon: 0.9551987499999616
Episode 919, Total Reward: 0.0, Epsilon: 0.9551499999999615
Episode 920, Total Reward: 0.0, Epsilon: 0.9551012499999615
Episode 921, Total Reward: 6.0, Epsilon: 0.9550524999999614
Episode 922, Total Reward: 0.0, Epsilon: 0.9550037499999614
Episode 923, Total Reward: 0.0, Epsilon: 0.9549549999999614
Episode 924, Total Reward: 6.0, Epsilon: 0.9549062499999613
Episode 925, Total Reward: 0.0, Epsilon: 0.9548574999999613
Episode 926, Total Reward: 0.0, Epsilon: 0.9548087499999612
Episode 927, Total Reward: 6.0, Epsilon: 0.9547599999999612
Episode 928, Total Reward: 0.0, Epsilon: 0.9547112499999612
Episode 929, Total Reward: 0.0, Epsilon: 0.9546624999999611
Episode 930, Total Reward: 6.0, Epsilon: 0.9546137499999611
Episode 931, Total Reward: 0.0, Epsilon: 0.954564999999961
Episode 932, Total Reward: 0.0, Epsilon: 0.954516249999961
Episode 933, Total Reward: 6.0, Epsilon: 0.9544674999999609
Episode 934, Total Reward: 0.0, Epsilon: 0.9544187499999609
Episode 935, Total Reward: 0.0, Epsilon: 0.9543699999999609
Episode 936, Total Reward: 6.0, Epsilon: 0.9543212499999608
Episode 937, Total Reward: 0.0, Epsilon: 0.9542724999999608
Episode 938, Total Reward: 0.0, Epsilon: 0.9542237499999607
Episode 939, Total Reward: 6.0, Epsilon: 0.9541749999999607
Episode 940, Total Reward: 0.0, Epsilon: 0.9541262499999607
Episode 941, Total Reward: 0.0, Epsilon: 0.9540774999999606
Episode 942, Total Reward: 6.0, Epsilon: 0.9540287499999606
Episode 943, Total Reward: 0.0, Epsilon: 0.9539799999999605
Episode 944, Total Reward: 0.0, Epsilon: 0.9539312499999605
Episode 945, Total Reward: 6.0, Epsilon: 0.9538824999999604
Episode 946, Total Reward: 0.0, Epsilon: 0.9538337499999604
Episode 947, Total Reward: 0.0, Epsilon: 0.9537849999999604
Episode 948, Total Reward: 6.0, Epsilon: 0.9537362499999603
Episode 949, Total Reward: 0.0, Epsilon: 0.9536874999999603
Episode 950, Total Reward: 0.0, Epsilon: 0.9536387499999602
Episode 951, Total Reward: 6.0, Epsilon: 0.9535899999999602
Episode 952, Total Reward: 0.0, Epsilon: 0.9535412499999601
Episode 953, Total Reward: 0.0, Epsilon: 0.9534924999999601
Episode 954, Total Reward: 6.0, Epsilon: 0.9534437499999601
Episode 955, Total Reward: 0.0, Epsilon: 0.95339499999996
Episode 956, Total Reward: 0.0, Epsilon: 0.95334624999996
Episode 957, Total Reward: 6.0, Epsilon: 0.9532974999999599
Episode 958, Total Reward: 0.0, Epsilon: 0.9532487499999599
Episode 959, Total Reward: 0.0, Epsilon: 0.9531999999999599
Episode 960, Total Reward: 6.0, Epsilon: 0.9531512499999598
Episode 961, Total Reward: 0.0, Epsilon: 0.9531024999999598
Episode 962, Total Reward: 0.0, Epsilon: 0.9530537499999597
Episode 963, Total Reward: 6.0, Epsilon: 0.9530049999999597
Episode 964, Total Reward: 0.0, Epsilon: 0.9529562499999596
Episode 965, Total Reward: 0.0, Epsilon: 0.9529074999999596
Episode 966, Total Reward: 6.0, Epsilon: 0.9528587499999596
Episode 967, Total Reward: 0.0, Epsilon: 0.9528099999999595
Episode 968, Total Reward: 0.0, Epsilon: 0.9527612499999595
Episode 969, Total Reward: 6.0, Epsilon: 0.9527124999999594
Episode 970, Total Reward: 0.0, Epsilon: 0.9526637499999594
Episode 971, Total Reward: 0.0, Epsilon: 0.9526149999999594
Episode 972, Total Reward: 6.0, Epsilon: 0.9525662499999593
Episode 973, Total Reward: 0.0, Epsilon: 0.9525174999999593
Episode 974, Total Reward: 0.0, Epsilon: 0.9524687499999592
Episode 975, Total Reward: 6.0, Epsilon: 0.9524199999999592
Episode 976, Total Reward: 0.0, Epsilon: 0.9523712499999591
Episode 977, Total Reward: 0.0, Epsilon: 0.9523224999999591
Episode 978, Total Reward: 6.0, Epsilon: 0.9522737499999591
Episode 979, Total Reward: 0.0, Epsilon: 0.952224999999959
Episode 980, Total Reward: 0.0, Epsilon: 0.952176249999959
Episode 981, Total Reward: 6.0, Epsilon: 0.9521274999999589
Episode 982, Total Reward: 0.0, Epsilon: 0.9520787499999589
Episode 983, Total Reward: 0.0, Epsilon: 0.9520299999999589
Episode 984, Total Reward: 6.0, Epsilon: 0.9519812499999588
Episode 985, Total Reward: 0.0, Epsilon: 0.9519324999999588
Episode 986, Total Reward: 0.0, Epsilon: 0.9518837499999587
Episode 987, Total Reward: 6.0, Epsilon: 0.9518349999999587
Episode 988, Total Reward: 0.0, Epsilon: 0.9517862499999586
Episode 989, Total Reward: 0.0, Epsilon: 0.9517374999999586
Episode 990, Total Reward: 6.0, Epsilon: 0.9516887499999586
Episode 991, Total Reward: 0.0, Epsilon: 0.9516399999999585
Episode 992, Total Reward: 0.0, Epsilon: 0.9515912499999585
Episode 993, Total Reward: 6.0, Epsilon: 0.9515424999999584
Episode 994, Total Reward: 0.0, Epsilon: 0.9514937499999584
Episode 995, Total Reward: 0.0, Epsilon: 0.9514449999999584
Episode 996, Total Reward: 6.0, Epsilon: 0.9513962499999583
Episode 997, Total Reward: 0.0, Epsilon: 0.9513474999999583
Episode 998, Total Reward: 0.0, Epsilon: 0.9512987499999582
Episode 999, Total Reward: 6.0, Epsilon: 0.9512499999999582
Episode 1000, Total Reward: 0.0, Epsilon: 0.9512012499999581
Episode 1001, Total Reward: 0.0, Epsilon: 0.9511524999999581
Episode 1002, Total Reward: 6.0, Epsilon: 0.9511037499999581
Episode 1003, Total Reward: 0.0, Epsilon: 0.951054999999958
Episode 1004, Total Reward: 0.0, Epsilon: 0.951006249999958
Episode 1005, Total Reward: 6.0, Epsilon: 0.9509574999999579
Episode 1006, Total Reward: 0.0, Epsilon: 0.9509087499999579
Episode 1007, Total Reward: 0.0, Epsilon: 0.9508599999999579
Episode 1008, Total Reward: 6.0, Epsilon: 0.9508112499999578
Episode 1009, Total Reward: 0.0, Epsilon: 0.9507624999999578
Episode 1010, Total Reward: 0.0, Epsilon: 0.9507137499999577
Episode 1011, Total Reward: 6.0, Epsilon: 0.9506649999999577
Episode 1012, Total Reward: 0.0, Epsilon: 0.9506162499999576
Episode 1013, Total Reward: 0.0, Epsilon: 0.9505674999999576
Episode 1014, Total Reward: 6.0, Epsilon: 0.9505187499999576
Episode 1015, Total Reward: 0.0, Epsilon: 0.9504699999999575
Episode 1016, Total Reward: 0.0, Epsilon: 0.9504212499999575
Episode 1017, Total Reward: 6.0, Epsilon: 0.9503724999999574
Episode 1018, Total Reward: 0.0, Epsilon: 0.9503237499999574
Episode 1019, Total Reward: 0.0, Epsilon: 0.9502749999999573
Episode 1020, Total Reward: 6.0, Epsilon: 0.9502262499999573
Episode 1021, Total Reward: 0.0, Epsilon: 0.9501774999999573
Episode 1022, Total Reward: 0.0, Epsilon: 0.9501287499999572
Episode 1023, Total Reward: 6.0, Epsilon: 0.9500799999999572
Episode 1024, Total Reward: 0.0, Epsilon: 0.9500312499999571
Episode 1025, Total Reward: 0.0, Epsilon: 0.9499824999999571
Episode 1026, Total Reward: 6.0, Epsilon: 0.9499337499999571
Episode 1027, Total Reward: 0.0, Epsilon: 0.949884999999957
Episode 1028, Total Reward: 0.0, Epsilon: 0.949836249999957
Episode 1029, Total Reward: 6.0, Epsilon: 0.9497874999999569
Episode 1030, Total Reward: 0.0, Epsilon: 0.9497387499999569
Episode 1031, Total Reward: 0.0, Epsilon: 0.9496899999999568
Episode 1032, Total Reward: 6.0, Epsilon: 0.9496412499999568
Episode 1033, Total Reward: 0.0, Epsilon: 0.9495924999999568
Episode 1034, Total Reward: 0.0, Epsilon: 0.9495437499999567
Episode 1035, Total Reward: 6.0, Epsilon: 0.9494949999999567
Episode 1036, Total Reward: 0.0, Epsilon: 0.9494462499999566
Episode 1037, Total Reward: 0.0, Epsilon: 0.9493974999999566
Episode 1038, Total Reward: 6.0, Epsilon: 0.9493487499999566
Episode 1039, Total Reward: 0.0, Epsilon: 0.9492999999999565
Episode 1040, Total Reward: 0.0, Epsilon: 0.9492512499999565
Episode 1041, Total Reward: 6.0, Epsilon: 0.9492024999999564
Episode 1042, Total Reward: 0.0, Epsilon: 0.9491537499999564
Episode 1043, Total Reward: 0.0, Epsilon: 0.9491049999999563
Episode 1044, Total Reward: 6.0, Epsilon: 0.9490562499999563
Episode 1045, Total Reward: 0.0, Epsilon: 0.9490074999999563
Episode 1046, Total Reward: 0.0, Epsilon: 0.9489587499999562
Episode 1047, Total Reward: 6.0, Epsilon: 0.9489099999999562
Episode 1048, Total Reward: 0.0, Epsilon: 0.9488612499999561
Episode 1049, Total Reward: 0.0, Epsilon: 0.9488124999999561
Episode 1050, Total Reward: 6.0, Epsilon: 0.948763749999956
Episode 1051, Total Reward: 0.0, Epsilon: 0.948714999999956
Episode 1052, Total Reward: 0.0, Epsilon: 0.948666249999956
Episode 1053, Total Reward: 6.0, Epsilon: 0.9486174999999559
Episode 1054, Total Reward: 0.0, Epsilon: 0.9485687499999559
Episode 1055, Total Reward: 0.0, Epsilon: 0.9485199999999558
Episode 1056, Total Reward: 6.0, Epsilon: 0.9484712499999558
Episode 1057, Total Reward: 0.0, Epsilon: 0.9484224999999558
Episode 1058, Total Reward: 0.0, Epsilon: 0.9483737499999557
Episode 1059, Total Reward: 6.0, Epsilon: 0.9483249999999557
Episode 1060, Total Reward: 0.0, Epsilon: 0.9482762499999556
Episode 1061, Total Reward: 0.0, Epsilon: 0.9482274999999556
Episode 1062, Total Reward: 6.0, Epsilon: 0.9481787499999556
Episode 1063, Total Reward: 0.0, Epsilon: 0.9481299999999555
Episode 1064, Total Reward: 0.0, Epsilon: 0.9480812499999555
Episode 1065, Total Reward: 6.0, Epsilon: 0.9480324999999554
Episode 1066, Total Reward: 0.0, Epsilon: 0.9479837499999554
Episode 1067, Total Reward: 0.0, Epsilon: 0.9479349999999553
Episode 1068, Total Reward: 6.0, Epsilon: 0.9478862499999553
Episode 1069, Total Reward: 0.0, Epsilon: 0.9478374999999553
Episode 1070, Total Reward: 0.0, Epsilon: 0.9477887499999552
Episode 1071, Total Reward: 6.0, Epsilon: 0.9477399999999552
Episode 1072, Total Reward: 0.0, Epsilon: 0.9476912499999551
Episode 1073, Total Reward: 0.0, Epsilon: 0.9476424999999551
Episode 1074, Total Reward: 6.0, Epsilon: 0.947593749999955
Episode 1075, Total Reward: 0.0, Epsilon: 0.947544999999955
Episode 1076, Total Reward: 0.0, Epsilon: 0.947496249999955
Episode 1077, Total Reward: 6.0, Epsilon: 0.9474474999999549
Episode 1078, Total Reward: 0.0, Epsilon: 0.9473987499999549
Episode 1079, Total Reward: 0.0, Epsilon: 0.9473499999999548
Episode 1080, Total Reward: 6.0, Epsilon: 0.9473012499999548
Episode 1081, Total Reward: 0.0, Epsilon: 0.9472524999999548
Episode 1082, Total Reward: 0.0, Epsilon: 0.9472037499999547
Episode 1083, Total Reward: 6.0, Epsilon: 0.9471549999999547
Episode 1084, Total Reward: 0.0, Epsilon: 0.9471062499999546
Episode 1085, Total Reward: 0.0, Epsilon: 0.9470574999999546
Episode 1086, Total Reward: 6.0, Epsilon: 0.9470087499999545
Episode 1087, Total Reward: 0.0, Epsilon: 0.9469599999999545
Episode 1088, Total Reward: 0.0, Epsilon: 0.9469112499999545
Episode 1089, Total Reward: 6.0, Epsilon: 0.9468624999999544
Episode 1090, Total Reward: 0.0, Epsilon: 0.9468137499999544
Episode 1091, Total Reward: 0.0, Epsilon: 0.9467649999999543
Episode 1092, Total Reward: 6.0, Epsilon: 0.9467162499999543
Episode 1093, Total Reward: 0.0, Epsilon: 0.9466674999999543
Episode 1094, Total Reward: 0.0, Epsilon: 0.9466187499999542
Episode 1095, Total Reward: 6.0, Epsilon: 0.9465699999999542
Episode 1096, Total Reward: 0.0, Epsilon: 0.9465212499999541
Episode 1097, Total Reward: 0.0, Epsilon: 0.9464724999999541
Episode 1098, Total Reward: 6.0, Epsilon: 0.946423749999954
Episode 1099, Total Reward: 0.0, Epsilon: 0.946374999999954
Episode 1100, Total Reward: 0.0, Epsilon: 0.946326249999954
Episode 1101, Total Reward: 6.0, Epsilon: 0.9462774999999539
Episode 1102, Total Reward: 0.0, Epsilon: 0.9462287499999539
Episode 1103, Total Reward: 0.0, Epsilon: 0.9461799999999538
Episode 1104, Total Reward: 6.0, Epsilon: 0.9461312499999538
Episode 1105, Total Reward: 0.0, Epsilon: 0.9460824999999538
Episode 1106, Total Reward: 0.0, Epsilon: 0.9460337499999537
Episode 1107, Total Reward: 6.0, Epsilon: 0.9459849999999537
Episode 1108, Total Reward: 0.0, Epsilon: 0.9459362499999536
Episode 1109, Total Reward: 0.0, Epsilon: 0.9458874999999536
Episode 1110, Total Reward: 6.0, Epsilon: 0.9458387499999535
Episode 1111, Total Reward: 0.0, Epsilon: 0.9457899999999535
Episode 1112, Total Reward: 0.0, Epsilon: 0.9457412499999535
Episode 1113, Total Reward: 6.0, Epsilon: 0.9456924999999534
Episode 1114, Total Reward: 0.0, Epsilon: 0.9456437499999534
Episode 1115, Total Reward: 0.0, Epsilon: 0.9455949999999533
Episode 1116, Total Reward: 6.0, Epsilon: 0.9455462499999533
Episode 1117, Total Reward: 0.0, Epsilon: 0.9454974999999533
Episode 1118, Total Reward: 0.0, Epsilon: 0.9454487499999532
Episode 1119, Total Reward: 6.0, Epsilon: 0.9453999999999532
Episode 1120, Total Reward: 0.0, Epsilon: 0.9453512499999531
Episode 1121, Total Reward: 0.0, Epsilon: 0.9453024999999531
Episode 1122, Total Reward: 6.0, Epsilon: 0.945253749999953
Episode 1123, Total Reward: 0.0, Epsilon: 0.945204999999953
Episode 1124, Total Reward: 0.0, Epsilon: 0.945156249999953
Episode 1125, Total Reward: 6.0, Epsilon: 0.9451074999999529
Episode 1126, Total Reward: 0.0, Epsilon: 0.9450587499999529
Episode 1127, Total Reward: 0.0, Epsilon: 0.9450099999999528
Episode 1128, Total Reward: 6.0, Epsilon: 0.9449612499999528
Episode 1129, Total Reward: 0.0, Epsilon: 0.9449124999999527
Episode 1130, Total Reward: 0.0, Epsilon: 0.9448637499999527
Episode 1131, Total Reward: 6.0, Epsilon: 0.9448149999999527
Episode 1132, Total Reward: 0.0, Epsilon: 0.9447662499999526
Episode 1133, Total Reward: 0.0, Epsilon: 0.9447174999999526
Episode 1134, Total Reward: 6.0, Epsilon: 0.9446687499999525
Episode 1135, Total Reward: 0.0, Epsilon: 0.9446199999999525
Episode 1136, Total Reward: 0.0, Epsilon: 0.9445712499999525
Episode 1137, Total Reward: 6.0, Epsilon: 0.9445224999999524
Episode 1138, Total Reward: 0.0, Epsilon: 0.9444737499999524
Episode 1139, Total Reward: 0.0, Epsilon: 0.9444249999999523
Episode 1140, Total Reward: 6.0, Epsilon: 0.9443762499999523
Episode 1141, Total Reward: 0.0, Epsilon: 0.9443274999999522
Episode 1142, Total Reward: 0.0, Epsilon: 0.9442787499999522
Episode 1143, Total Reward: 6.0, Epsilon: 0.9442299999999522
Episode 1144, Total Reward: 0.0, Epsilon: 0.9441812499999521
Episode 1145, Total Reward: 0.0, Epsilon: 0.9441324999999521
Episode 1146, Total Reward: 6.0, Epsilon: 0.944083749999952
Episode 1147, Total Reward: 0.0, Epsilon: 0.944034999999952
Episode 1148, Total Reward: 0.0, Epsilon: 0.943986249999952
Episode 1149, Total Reward: 6.0, Epsilon: 0.9439374999999519
Episode 1150, Total Reward: 0.0, Epsilon: 0.9438887499999519
Episode 1151, Total Reward: 0.0, Epsilon: 0.9438399999999518
Episode 1152, Total Reward: 6.0, Epsilon: 0.9437912499999518
Episode 1153, Total Reward: 0.0, Epsilon: 0.9437424999999517
Episode 1154, Total Reward: 0.0, Epsilon: 0.9436937499999517
Episode 1155, Total Reward: 6.0, Epsilon: 0.9436449999999517
Episode 1156, Total Reward: 0.0, Epsilon: 0.9435962499999516
Episode 1157, Total Reward: 0.0, Epsilon: 0.9435474999999516
Episode 1158, Total Reward: 6.0, Epsilon: 0.9434987499999515
Episode 1159, Total Reward: 0.0, Epsilon: 0.9434499999999515
Episode 1160, Total Reward: 0.0, Epsilon: 0.9434012499999515
Episode 1161, Total Reward: 6.0, Epsilon: 0.9433524999999514
Episode 1162, Total Reward: 0.0, Epsilon: 0.9433037499999514
Episode 1163, Total Reward: 0.0, Epsilon: 0.9432549999999513
Episode 1164, Total Reward: 6.0, Epsilon: 0.9432062499999513
Episode 1165, Total Reward: 0.0, Epsilon: 0.9431574999999512
Episode 1166, Total Reward: 0.0, Epsilon: 0.9431087499999512
Episode 1167, Total Reward: 6.0, Epsilon: 0.9430599999999512
Episode 1168, Total Reward: 0.0, Epsilon: 0.9430112499999511
Episode 1169, Total Reward: 0.0, Epsilon: 0.9429624999999511
Episode 1170, Total Reward: 6.0, Epsilon: 0.942913749999951
Episode 1171, Total Reward: 0.0, Epsilon: 0.942864999999951
Episode 1172, Total Reward: 0.0, Epsilon: 0.942816249999951
Episode 1173, Total Reward: 6.0, Epsilon: 0.9427674999999509
Episode 1174, Total Reward: 0.0, Epsilon: 0.9427187499999509
Episode 1175, Total Reward: 0.0, Epsilon: 0.9426699999999508
Episode 1176, Total Reward: 6.0, Epsilon: 0.9426212499999508
Episode 1177, Total Reward: 0.0, Epsilon: 0.9425724999999507
Episode 1178, Total Reward: 0.0, Epsilon: 0.9425237499999507
Episode 1179, Total Reward: 6.0, Epsilon: 0.9424749999999507
Episode 1180, Total Reward: 0.0, Epsilon: 0.9424262499999506
Episode 1181, Total Reward: 0.0, Epsilon: 0.9423774999999506
Episode 1182, Total Reward: 6.0, Epsilon: 0.9423287499999505
Traceback (most recent call last):
  File "/home/meflores/Project4/main.py", line 47, in <module>
    run(args, record_video=args.record_video)
  File "/home/meflores/Project4/main.py", line 35, in run
    agent.train()
  File "/home/meflores/Project4/agent_dqn.py", line 143, in train
    self.update()
  File "/home/meflores/Project4/agent_dqn.py", line 107, in update
    q_values = self.q_net(states).gather(1, actions)
               ^^^^^^^^^^^^^^^^^^
  File "/home/meflores/miniconda3/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1553, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/meflores/miniconda3/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1562, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/meflores/Project4/dqn_model.py", line 36, in forward
    x = F.relu(self.conv1(x))
               ^^^^^^^^^^^^^
  File "/home/meflores/miniconda3/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1553, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/meflores/miniconda3/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1562, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/meflores/miniconda3/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/conv.py", line 458, in forward
    return self._conv_forward(input, self.weight, self.bias)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/meflores/miniconda3/envs/myenv/lib/python3.11/site-packages/torch/nn/modules/conv.py", line 454, in _conv_forward
    return F.conv2d(input, weight, bias, self.stride,
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
RuntimeError: Given groups=1, weight of size [32, 4, 8, 8], expected input[32, 84, 84, 4] to have 4 channels, but got 84 channels instead
